"Duration (in seconds)","Finished","RecordedDate","age","prev.participant","diet_1","diet_2","diet_9","diet_3","diet_4","diet_5","diet_10","diet_6","diet_7","diet_8","diet_7_TEXT","happy","bored","proud","angry","hopeful","red.open","elim.open","control.open","speciesism_1","speciesism_2","speciesism_3","speciesism_4","speciesism_5","speciesism_6","gender","gender_3_TEXT","status","status_5_TEXT","elim.pledge","red.pledge","ID","notes_7","notes_1","notes_2","notes_3","notes_4","notes_5","notes_6","notes_3_TEXT","notes_4_TEXT","notes_5_TEXT","notes_6_TEXT","excluded","condition","date","purchase","meatveg","meatveg2"
313,TRUE,"9/16/2019 12:33",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"of knowledgeable about other cuisines of picky eaters","Somewhat agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"FF647L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","16-Sep","CS","meat","poultry"
652,TRUE,"9/16/2019 12:34",18,"No, I promise that I haven’t done this before",NA,NA,"Halal or Kosher",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat unhappy","Neither energized nor bored","Somewhat ashamed","Somewhat angry","Somewhat hopeful","
Probably because of the negative health effects as well as increased animal cruelty awareness.",NA,NA,"Somewhat disagree","Disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","RT646R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","16-Sep","VP","veg","veg"
247,TRUE,"9/16/2019 12:41",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,"Low-carb",NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Very bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful",NA,NA,"No","Neither agree nor disagree","Somewhat agree","Strongly disagree","Agree","Somewhat disagree","Somewhat agree","Man",NA,"Carleton undergraduate student",NA,NA,"No, thanks","RC648T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge",NA,NA,NA,NA
337,TRUE,"9/16/2019 13:22",18,"No, I promise that I haven’t done this before",NA,NA,"Halal or Kosher",NA,NA,NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Very calm","Neither despairing nor hopeful","Because their are more options that aren't that is being provided today.",NA,NA,"Strongly disagree","Disagree","Strongly disagree","Disagree","Strongly disagree","Disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","CN652A","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","16-Sep","HC","meat","poultry"
311,TRUE,"9/16/2019 13:25",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"I thin! It is because some people like to explore but some people find comfort in cpnsistency","Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Agree","Disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"C650T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","16-Sep","GP","meat","red"
249,TRUE,"9/16/2019 13:27",25,"No, I promise that I haven’t done this before",NA,NA,NA,"Keto",NA,NA,NA,NA,NA,NA,NA,"Happy","Very energized","Very ashamed","Somewhat calm","Very hopeful",NA,"Advertising",NA,"Strongly agree","Strongly agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly agree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"NT655M","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","16-Sep","GP","meat","red"
375,TRUE,"9/16/2019 13:40",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,"The concern for the environment is making people reconsider their diets.",NA,"Agree","Disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Agree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"TP653A","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","16-Sep","EP","veg","veg"
426,TRUE,"9/16/2019 13:42",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful",NA,NA,"Perfectly fine. I respect that people have personal or religious beliefs that they adhere to. I actually think this is quite neat.","Neither agree nor disagree","Disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","EL654C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","16-Sep","PATTY","veg","vegprot"
331,TRUE,"9/16/2019 13:48",23,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Neither unhappy nor happy","Somewhat bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"Habits and personal preferences","Neither agree nor disagree","Disagree","Somewhat disagree","Disagree","Agree","Strongly disagree","Woman",NA,"Carleton graduate student",NA,"No, thanks",NA,"RD656R","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","16-Sep","FP","veg","vegprot"
389,TRUE,"9/16/2019 13:54",23,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful","Because people are becoming more and more aware of how animals are treated at animal farms",NA,NA,"Neither agree nor disagree","Somewhat disagree","Disagree","Somewhat disagree","Agree","Somewhat agree","Woman",NA,"Carleton graduate student",NA,NA,"No, thanks","RP657N","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","16-Sep","CP","meat","poultry"
373,TRUE,"9/16/2019 13:58",19,"No, I promise that I haven’t done this before",NA,"Gluten free",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Very energized","Somewhat proud","Somewhat calm","Somewhat hopeful","I think it mainly because people feel for the animals. Killing them and eating is somewhat feels very cruel to them.",NA,NA,"Somewhat agree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Man",NA,"Carleton undergraduate student",NA,NA,"No, thanks","PC658N","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce",NA,NA,NA,NA
261,TRUE,"9/16/2019 14:04",20,"No, I promise that I haven’t done this before",NA,NA,"Halal or Kosher",NA,NA,NA,NA,NA,NA,NA,NA,"Happy","Somewhat energized","Somewhat ashamed","Very calm","Very hopeful",NA,"Because of the scary videos",NA,"Strongly agree","Strongly disagree","Agree","Strongly disagree","Somewhat agree","Disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"EL659V","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
530,TRUE,"9/16/2019 14:10",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"Because some people may feel sick and not themselves when eating these foods","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Agree","Neither agree nor disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"PR661T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","16-Sep","CS","meat","poultry"
366,TRUE,"9/16/2019 14:16",32,"No, I promise that I haven’t done this before",NA,NA,"Halal or Kosher",NA,NA,NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Somewhat bored","Somewhat proud","Neither calm nor angry","Very hopeful",NA,NA,NA,"Somewhat disagree","Agree","Somewhat agree","Somewhat agree","Agree","Agree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"TT649V","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
272,TRUE,"9/16/2019 14:22",23,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Very happy","Very energized","Very proud","Somewhat calm","Very hopeful",NA,NA,"People are use to habits","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Man",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"HC660N","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge",NA,NA,NA,NA
288,TRUE,"9/16/2019 14:24",20,"No, I promise that I haven’t done this before",NA,NA,"Halal or Kosher",NA,NA,NA,NA,NA,NA,NA,NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful","Enables more animal production",NA,NA,"Disagree","Somewhat disagree","Somewhat disagree","Disagree","Somewhat agree","Somewhat agree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","L662C","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","16-Sep","SC","meat","poultry"
315,TRUE,"9/16/2019 14:29",21,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Very calm","Somewhat despairing",NA,NA,"religious beliefs, personal ethics, allergies","Somewhat agree","Somewhat disagree","Disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","NP663T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge",NA,NA,NA,NA
335,TRUE,"9/16/2019 14:30",23,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Very happy","Very energized","Very proud","Very calm","Very hopeful",NA,NA,"Their comfort level with trying new things not just food. Consistency","Somewhat disagree","Disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Woman",NA,"Carleton staff or faculty",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","CP664L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","16-Sep","FP","veg","vegprot"
308,TRUE,"9/16/2019 14:36",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat bored","Somewhat ashamed","Somewhat calm","Neither despairing nor hopeful",NA,"They feel guilty",NA,"Neither agree nor disagree","Strongly disagree","Strongly disagree","Disagree","Neither agree nor disagree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"XV6677F","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
323,TRUE,"9/16/2019 14:37",24,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Neither despairing nor hopeful","Because it's a trend.Somewhat useless, but IT IS a trend.",NA,NA,"Somewhat agree","Somewhat agree","Strongly disagree","Agree","Strongly agree","Strongly agree","Man",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","CP651L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce",NA,NA,NA,NA
348,TRUE,"9/16/2019 14:42",34,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Neither energized nor bored","Neither ashamed nor proud","Neither calm nor angry","Somewhat despairing",NA,NA,"A person who is accustomed to certain behaviour tends not to change.","Strongly disagree","Disagree","Somewhat disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Man",NA,"Not affiliated with Carleton",NA,"No, thanks",NA,"TT024X","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","16-Sep","VP","veg","veg"
512,TRUE,"9/16/2019 14:46",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,"I think people like to try and make a positive difference and believe eliminating meat from their diets is a good way to do that",NA,"Somewhat agree","Somewhat disagree","Disagree","Somewhat agree","Agree","Somewhat agree","Woman",NA,"Carleton graduate student",NA,"No, thanks",NA,"RV666F","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate","16-Sep","GP","meat","red"
315,TRUE,"9/16/2019 14:56",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Very calm","Neither despairing nor hopeful",NA,NA,"Everyone has their own preference and thoughts of what diet works for them
","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Agree","Disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"LW025V","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge",NA,NA,NA,NA
343,TRUE,"9/20/2019 11:52",20,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Neither unhappy nor happy","Somewhat energized","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful","Because it is helpful for the environment",NA,NA,"Somewhat disagree","Strongly disagree","Disagree","Somewhat disagree","Agree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","VR702Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce",NA,NA,NA,NA
257,TRUE,"9/20/2019 11:58",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Somewhat bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful",NA,NA,"Some may be allergic.","Disagree","Disagree","Disagree","Disagree","Neither agree nor disagree","Disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","PT703N","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge",NA,NA,NA,NA
377,TRUE,"9/20/2019 12:33",25,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Somewhat unhappy","Somewhat bored","Somewhat ashamed","Very calm","Somewhat hopeful",NA,"People are happy to give up meat if the alternatives are good enough",NA,"Neither agree nor disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Strongly agree","Somewhat agree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"RV707Q","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eliminate",NA,NA,NA,NA
279,TRUE,"9/20/2019 12:41",19,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,"Pescetarian or avoiding certain meats",NA,NA,NA,NA,"Neither unhappy nor happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Somewhat hopeful","Effects of animal products on body and environment, also awareness of animal cruelty",NA,NA,"Neither agree nor disagree","Disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","CP704L","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce","20-Sep","FP","veg","vegprot"
491,TRUE,"9/20/2019 12:49",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Neither ashamed nor proud","Very calm","Somewhat hopeful",NA,NA,"Probably based on how people eat when growing up
","Somewhat agree","Disagree","Strongly disagree","Somewhat agree","Agree","Agree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"VL706T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","20-Sep","CP","meat","poultry"
416,TRUE,"9/20/2019 12:57",22,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Somewhat energized","Very proud","Somewhat calm","Somewhat hopeful",NA,NA,"Different types of lifestyle choices","Somewhat agree","Somewhat disagree","Disagree","Somewhat agree","Agree","Strongly agree","Woman",NA,"Carleton undergraduate student",NA,NA,"No, thanks","XV705T","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge","20-Sep","CP","meat","poultry"
289,TRUE,"9/20/2019 13:03",25,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)",NA,"Non-dairy","Happy","Neither energized nor bored","Somewhat proud","Very calm","Neither despairing nor hopeful",NA,NA,"How people grew up
","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Strongly agree","Strongly disagree","Woman",NA,"Carleton graduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","NT708M","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with reduce pledge",NA,NA,NA,NA
307,TRUE,"9/20/2019 13:17",18,"No, I promise that I haven’t done this before",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the Above",NA,"Happy","Neither energized nor bored","Neither ashamed nor proud","Somewhat calm","Neither despairing nor hopeful",NA,NA,"Some people have dietary restrictions that result in them only being able to eat certain staples","Agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Woman",NA,"Carleton undergraduate student",NA,"No, thanks",NA,"AN709V","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control with elim pledge","20-Sep","FP","veg","vegprot"
1037,TRUE,"9/20/2019 13:24",19,"No, I promise that I haven’t done this before",NA,NA,"Halal or Kosher",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat unhappy","Somewhat energized","Somewhat ashamed","Somewhat angry","Somewhat hopeful","Too much unaware meat consumption leads to diseases and sicknesses. People also understand that their excess demand and wastage of meat leads the big corporations to take unethical and harmful approaches to produce meat products.",NA,NA,"Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Man",NA,"Carleton undergraduate student",NA,NA,"Yes, I will pledge to reduce the amount of meat that I eat","CL711P","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"reduce",NA,NA,NA,NA
